,Valence,Dominance,Arousal,Frequency,Effect_Size,P_Value
unprepared,0.204,0.45,0.152,3.27,0.3666729878335655,0.2320704215766647
unpretentious,0.51,0.296,0.41,2.59,-0.0573216004403794,0.546849121226952
unproductive,0.1,0.324,0.237,3.1,-0.6222543641265371,0.8941198151984384
unprofessional,0.042,0.37,0.17,3.26,0.4512123978572893,0.1873251153803152
unprofitable,0.163,0.376,0.217,2.91,-0.3923125540136071,0.7852888595437617
unprotected,0.15,0.582,0.197,3.29,0.7714952448807022,0.0629426690558884
unproven,0.296,0.427,0.216,2.95,-1.3936513525373122,0.9971496251098584
unprovoked,0.565,0.327,0.385,2.83,-0.7761381165977331,0.93668605501401
unpublished,0.406,0.48,0.481,3.41,0.1494535264790036,0.3758142574381882
unpunished,0.292,0.594,0.519,2.85,-1.1305086964113111,0.9879513200736298
unqualified,0.17,0.433,0.173,3.19,-0.253379399768742,0.6939987260733094
unquestionable,0.469,0.45,0.843,2.62,-0.8077841276574866,0.9474399494311484
unquestionably,0.5,0.63,0.75,3.19,-0.4932793541279385,0.8383544031188679
unquestioned,0.562,0.509,0.746,2.54,-1.3008057315719894,0.9952043225304644
unquote,0.388,0.363,0.517,2.18,0.1312899392906885,0.3890204020465021
unravel,0.378,0.598,0.455,3.19,0.4028734238302871,0.2094017377191517
unreachable,0.208,0.679,0.557,2.66,0.6715544956741913,0.090467813524663
unread,0.458,0.24,0.214,2.71,0.3106168808967947,0.2708412128289855
unreal,0.173,0.431,0.296,3.59,0.0333725448627691,0.4636983519554213
unrealistic,0.229,0.5,0.245,3.54,0.3517109298425158,0.2355671213406186
unreasonable,0.115,0.702,0.264,3.75,-0.2291891173086764,0.6714324280956323
unrecorded,0.241,0.351,0.35,2.49,-0.6330211497787216,0.897985292988544
unregistered,0.255,0.337,0.266,3.03,0.2331645746762574,0.3202054125476092
unregulated,0.344,0.454,0.421,3.07,0.0783556853033289,0.4367284565312477
unrelated,0.302,0.27,0.264,3.8,0.2339992938750178,0.3201784516408221
unrelenting,0.5,0.79,0.875,2.92,-0.1668218725115927,0.6393197887098585
unreliable,0.108,0.48,0.24,3.53,-0.5631018876112602,0.8691710982542735
unremarkable,0.271,0.155,0.23,2.83,-0.1380668391488911,0.6095233649497007
unrepentant,0.24,0.445,0.413,2.61,-1.4066379187373734,0.9978297947343068
unrequited,0.143,0.441,0.179,2.78,1.2587296409218884,0.0056166046294332
unresolved,0.135,0.441,0.173,3.3,0.9559381558524828,0.0265055017359011
unresponsive,0.108,0.282,0.244,2.99,0.5775387579116449,0.1232160051379138
unrest,0.102,0.577,0.231,3.61,-0.5683914437825729,0.8706721953951471
unrestrained,0.385,0.775,0.627,2.7,0.0590184739347262,0.4589267532329721
unrestricted,0.698,0.458,0.644,3.27,-0.3887184769680096,0.7812007315195104
unromantic,0.208,0.316,0.307,2.08,0.6268832778376712,0.1055929038235925
unruly,0.24,0.745,0.547,3.08,-0.6849552024425072,0.9130995119738758
unsafe,0.115,0.562,0.147,3.67,0.5381859713452876,0.1427009098267322
unsanitary,0.063,0.592,0.269,2.7,0.7440685013888623,0.068327723008123
unsatisfactory,0.122,0.52,0.189,3.05,0.075216649530297,0.442092260418754
unsatisfied,0.2,0.547,0.241,2.98,1.259717665791924,0.0056346950426749
unsavory,0.071,0.637,0.353,2.72,-0.7029495228801247,0.9212231014737572
unscathed,0.625,0.308,0.611,2.99,-0.1542915711489738,0.6192077013972537
unscheduled,0.312,0.436,0.3,2.76,0.3369819613766374,0.249118715480056
unscientific,0.396,0.317,0.321,2.75,-0.6200533892927614,0.8908963895391775
unscrew,0.333,0.462,0.396,2.45,0.5951501942415554,0.1204176752914467
unscrupulous,0.094,0.727,0.465,3.07,-0.8986468087974476,0.964268491432747
unseat,0.229,0.5,0.312,2.59,-0.9641156716696492,0.9734529479150584
unseen,0.427,0.351,0.421,3.61,0.1148148498996855,0.4103261855989402
unselfish,0.615,0.353,0.377,2.72,-0.9385224260746112,0.9698058318100352
unsettled,0.208,0.647,0.17,3.22,-0.3873446978513843,0.7826318677462221
unsightly,0.226,0.559,0.373,2.79,0.5336511919310838,0.1416537681889762
unsolicited,0.094,0.339,0.28,3.2,-0.0145095811921473,0.5120657079611655
unsolved,0.146,0.39,0.235,3.28,0.6068342492665083,0.1101864678060903
unsophisticated,0.327,0.491,0.339,2.57,-0.0807757711514404,0.5587836894982006
unsound,0.146,0.222,0.272,2.72,-0.6928696039992353,0.9105214883116656
unspeakable,0.327,0.567,0.393,3.12,-0.3656033579149381,0.7681320969332717
unspecified,0.24,0.365,0.165,3.3,-0.7468209081972135,0.9313303068208928
unspoken,0.177,0.26,0.208,3.17,0.5242522736440675,0.1502019762355413
unstable,0.167,0.587,0.15,3.87,0.4255078638640489,0.1951728318983971
unsteady,0.122,0.5,0.19,2.73,0.4828535843163717,0.1669073493178665
unstoppable,0.625,0.887,0.862,3.48,-0.7788741058935996,0.945648717450929
unsuccessful,0.14,0.318,0.106,3.73,-0.4522145405540874,0.815870125388195
unsuitable,0.188,0.528,0.3,3.27,0.4911028654602356,0.1560727363940444
unsung,0.296,0.33,0.314,2.91,-1.182829468235949,0.9903201535093766
unsupervised,0.478,0.481,0.442,2.92,0.1491442985769235,0.3871792413666394
unsupported,0.26,0.45,0.221,2.99,0.3596478282460747,0.235816302417949
unsure,0.143,0.58,0.217,3.75,0.3657478594314234,0.2382553499031833
unsurpassed,0.694,0.569,0.798,2.71,-0.5055995333853681,0.8457374621918665
unsuspecting,0.302,0.509,0.413,3.14,0.0726075579774849,0.4333163175674318
unsustainable,0.255,0.65,0.406,3.15,-0.5692505242969614,0.8741912626860322
unsweetened,0.396,0.263,0.3,2.53,0.8400981247757809,0.0470014668535262
unsympathetic,0.163,0.62,0.281,2.67,0.6657237541936876,0.091028264421354
untamed,0.429,0.778,0.709,2.75,0.5122527624479005,0.1548410571098233
untenable,0.143,0.637,0.425,3.01,-0.3396181285493994,0.7567091099066837
untested,0.302,0.296,0.348,2.85,-0.926605629157046,0.9683333599183136
unthinkable,0.365,0.48,0.481,3.27,-0.0205510529369239,0.5205948904030229
untidy,0.106,0.61,0.254,2.61,0.5924191379171555,0.1199233043037912
untie,0.542,0.463,0.472,2.51,0.1676729033485361,0.3745375081543755
untimely,0.245,0.676,0.233,3.12,-0.238102239694035,0.6812306379829903
untitled,0.213,0.24,0.24,3.23,0.013376475511967,0.4877143906856187
untold,0.24,0.367,0.191,3.32,-0.2951699492937125,0.7249855547846318
untouchable,0.49,0.602,0.683,3.11,-0.8344740232726803,0.9533177761119817
untouched,0.531,0.276,0.6,3.42,0.1475791449695267,0.3785192458041699
untoward,0.122,0.555,0.291,2.7,-0.1167879294327835,0.5978738051768114
untraceable,0.321,0.674,0.574,2.46,-0.4288752359245209,0.8046850963056909
untrained,0.149,0.529,0.282,3.03,0.0135649504325217,0.486885339466077
untranslated,0.271,0.188,0.264,2.24,-0.7416081569794346,0.9292048190144292
untroubled,0.75,0.213,0.653,2.33,-0.7755228105629217,0.9384803739858492
untrue,0.031,0.5,0.188,3.41,0.1341905785390009,0.3977725091301578
untrustworthy,0.097,0.449,0.287,2.83,-0.756092083566816,0.9343280080551056
unturned,0.312,0.255,0.316,2.73,-0.0497330146710634,0.5360559789974896
unused,0.344,0.231,0.234,3.64,0.2948374334417201,0.275775603257345
unusual,0.429,0.433,0.361,4.45,0.4936985790851519,0.1596973610415539
unusually,0.385,0.406,0.358,3.76,0.0901284464314001,0.4247698804024359
unutterable,0.406,0.592,0.538,1.58,0.1540434369905234,0.3798781596147927
unveil,0.439,0.442,0.562,3.2,-0.4041244015546389,0.78663570618384
unveiling,0.569,0.57,0.675,3.22,-0.0220891597740247,0.5187555176269742
unverified,0.214,0.365,0.18,2.72,0.2448925038167462,0.3090417646919289
unwanted,0.177,0.546,0.205,3.78,0.7544400011313928,0.0639709558070876
unwarranted,0.091,0.5,0.345,3.11,-0.4878934289555082,0.8374684328612798
unwary,0.286,0.417,0.402,2.33,-0.1738496400252065,0.624534579294853
unwashed,0.365,0.427,0.36,2.72,-0.6029481377711222,0.887219505874554
unwavering,0.74,0.63,0.858,3.01,-0.124156723554243,0.5954073953763572
unwed,0.541,0.595,0.459,2.52,1.2303917715731445,0.007566986317948
unwelcome,0.115,0.48,0.269,3.14,0.1185631892626801,0.4070176487846209
unwell,0.143,0.64,0.221,3.14,0.1597395710609427,0.3732764720027766
unwilling,0.302,0.316,0.179,3.7,-0.1990436057418874,0.6558701778224171
unwillingly,0.204,0.548,0.182,2.56,0.1648203753993,0.3707015169404895
unwillingness,0.204,0.311,0.113,3.11,-0.3974926434373269,0.7838583872796003
unwind,0.837,0.181,0.394,3.09,0.3819983302177988,0.2222681246082273
unwise,0.141,0.61,0.304,3.09,-0.7185666442270945,0.9224822462235888
unwitting,0.26,0.526,0.344,2.65,-0.266883208148834,0.7061518865733979
unwittingly,0.312,0.51,0.264,3.07,-0.0689086492175761,0.5575062821444101
unworthy,0.194,0.433,0.226,3.2,-0.9426103103307292,0.9698992762894368
unwrap,0.604,0.491,0.557,2.56,0.4375368188137096,0.187648707110104
unwritten,0.367,0.384,0.272,3.05,-0.1378738130839181,0.6191924122369854
unyielding,0.367,0.806,0.738,2.67,-0.1126005057551062,0.5951493270219672
unzip,0.378,0.52,0.538,2.55,0.6490162088924096,0.0999054575721857
upbeat,0.878,0.531,0.802,3.53,0.3485492734785896,0.2436373551799444
upbringing,0.677,0.49,0.6,3.43,0.2644889039667624,0.2998473711989923
upcoming,0.688,0.46,0.55,4.34,0.0178495962206377,0.4805689015965705
update,0.698,0.535,0.802,4.69,0.5063778588723518,0.1576045664300099
upgrade,0.786,0.5,0.67,4.24,-1.1085571439789663,0.9852981552417294
upheaval,0.29,0.83,0.57,3.13,0.078903039876814,0.4288533859380037
uphill,0.396,0.723,0.572,3.38,-0.4868996324813269,0.8401824750567483
uphold,0.698,0.321,0.561,3.52,-0.4886722085330862,0.8270454829340197
upholstery,0.592,0.27,0.386,2.94,0.6192679245669945,0.1067864132633944
upkeep,0.59,0.442,0.685,3.24,0.1155314242465714,0.4063672409383845
upland,0.719,0.578,0.607,3.07,-0.4690871835300741,0.8283638251318485
uplands,0.615,0.471,0.577,2.77,-0.220468025984212,0.6731090316152062
uplift,0.656,0.779,0.771,3.27,0.3174488605345568,0.2606873989595641
uplifting,0.771,0.548,0.605,3.32,0.5928125304234926,0.1131736637355728
uplink,0.544,0.51,0.595,2.73,-0.4387376167001202,0.8071905369425635
upload,0.638,0.683,0.696,3.99,-0.1698461334580868,0.6311105814422904
upper,0.74,0.529,0.868,4.72,0.1171063102444211,0.4034070120727884
uppercut,0.41,0.6,0.55,2.63,-0.9062544964397106,0.966127905539886
uppity,0.465,0.546,0.417,2.48,0.6423134484023119,0.0978121138321161
upright,0.667,0.373,0.6,3.74,-0.8143371399522557,0.9484598269296394
uprising,0.561,0.777,0.704,3.74,-1.057665820640294,0.9823180834421807
uproar,0.271,0.902,0.462,3.16,0.2688163217839968,0.2986690207654964
upscale,0.698,0.526,0.846,3.29,1.484424156559169,0.001512477494252
upset,0.071,0.68,0.33,4.61,0.1351281868940134,0.3887072122222019
upshot,0.693,0.49,0.716,2.68,0.0384413586323112,0.4648482407946522
upstairs,0.663,0.408,0.645,3.87,0.4750246827520775,0.1693503496681201
upstanding,0.851,0.39,0.708,2.77,-0.708096679776664,0.9233034837090937
upstart,0.449,0.5,0.455,2.84,-1.1725819755890257,0.990419498267704
uptight,0.184,0.716,0.333,2.88,1.3237541243295203,0.0039299115568647
upward,0.792,0.481,0.62,3.71,-0.0165474890675925,0.5130348768626337
upwards,0.724,0.439,0.638,3.75,-0.0629832569101462,0.5513908630206212
uranium,0.375,0.58,0.49,3.85,-0.3237712452827443,0.7361097244372643
urban,0.561,0.528,0.644,4.65,0.1955106507968914,0.3513594575986086
urchin,0.417,0.51,0.373,2.79,-0.1018968443224049,0.5795416405373722
urge,0.418,0.68,0.653,4.11,0.1160840134084234,0.4109870915231184
urgency,0.429,0.908,0.543,3.55,-0.1903566322119751,0.6458879354006304
urgent,0.327,0.918,0.623,4.15,-0.2926247749125723,0.7230139612689201
urinal,0.214,0.51,0.306,2.78,-0.4020415909063691,0.7914358243048705
urinalysis,0.344,0.532,0.398,2.2,-0.0511219375774044,0.5423064150697896
urinate,0.36,0.5,0.353,2.81,0.3307477228987036,0.2511896808451629
urination,0.271,0.441,0.232,2.72,0.0400897779396844,0.4669692517847995
urine,0.375,0.361,0.169,3.84,0.2377733118045471,0.3143866121365516
urn,0.194,0.52,0.295,3.24,0.2564450253978028,0.3070651750068007
usable,0.812,0.455,0.611,3.53,0.2386600330562239,0.3175877983968334
usage,0.646,0.36,0.426,4.23,-0.5306978715379985,0.8547239819819363
use,0.438,0.358,0.409,5.81,-0.3672563558077297,0.7658902193066894
used,0.354,0.306,0.287,5.8,-0.3963101637330767,0.7835220959920771
useful,0.833,0.411,0.726,4.72,-0.2902776578397215,0.7232277778851658
usefully,0.65,0.481,0.76,2.58,0.0100397530656745,0.491119084225491
usefulness,0.806,0.519,0.741,3.33,-0.0894815013375514,0.5733482471102991
useless,0.052,0.342,0.184,4.22,-0.5139010468442053,0.847713595086785
user,0.629,0.347,0.442,4.69,-0.4321282599986746,0.8029760384927886
usher,0.521,0.44,0.519,3.51,-0.7405222114721742,0.9303379814730272
usual,0.625,0.221,0.4,4.62,-0.1565354378659071,0.6262268379406213
usurp,0.125,0.818,0.433,2.7,-0.7340969320112496,0.9267775852899988
usurped,0.292,0.78,0.438,2.78,-0.9285849711031748,0.9690397058076088
usury,0.344,0.679,0.43,2.54,-1.037452402669792,0.9793450232290528
utensil,0.573,0.279,0.383,2.52,0.3476748680153724,0.2456130352072937
uterus,0.551,0.42,0.51,3.4,1.4813821937154164,0.0015910265591418
utilitarian,0.427,0.363,0.639,3.05,-0.0054271814749604,0.5024578227012269
utility,0.622,0.4,0.704,4.27,-0.1531739588699709,0.612207056970583
utilization,0.562,0.469,0.706,3.5,0.1744786546917148,0.3625340077706608
utilize,0.694,0.445,0.545,3.75,-0.1866754377086984,0.6478160081374762
utmost,0.719,0.74,0.858,3.61,-0.1744802361169279,0.6413321338877285
utopian,0.542,0.327,0.552,3.15,-0.038367999343373,0.5328478015127459
utter,0.531,0.422,0.549,3.85,-0.3741437212559425,0.7774992823459402
utterance,0.542,0.64,0.704,2.72,-0.2450334075742962,0.685650504544046
utterly,0.633,0.44,0.673,4.02,0.0220813452890865,0.4848213484797367
vacancy,0.643,0.311,0.418,3.65,-0.3107190099320253,0.7329190409990273
vacant,0.578,0.22,0.464,3.8,-0.428087157271833,0.8049636059834885
vacate,0.357,0.49,0.397,3.14,-0.5189976440182539,0.850414077771512
vacation,0.84,0.49,0.598,4.4,0.6618963786505072,0.0939493692693693
vaccination,0.53,0.578,0.621,3.59,0.5694631141643979,0.1277383388902393
vaccine,0.5,0.52,0.555,4.0,0.7833261847832784,0.0587358128126029
vacuolar,0.439,0.37,0.439,1.75,1.2537958063946024,0.0061084650478662
vacuole,0.49,0.406,0.481,1.94,0.779299384385778,0.0608807272013727
vacuous,0.354,0.267,0.304,2.54,1.0430247460989142,0.0186833959709809
vacuum,0.327,0.196,0.134,4.09,-0.1165763497954534,0.5964773591596957
vagabond,0.384,0.531,0.144,2.78,-0.8591970144026918,0.9594524885076812
vagina,0.551,0.87,0.5,3.82,1.491720346384138,0.0013646960181815
vaginal,0.449,0.765,0.42,3.44,1.1823158124404194,0.0092139206345183
vagrancy,0.219,0.567,0.277,2.33,-0.8017016288704301,0.9451070564284064
vagrant,0.265,0.548,0.25,2.76,-0.5289030634571221,0.8558844371350629
vague,0.271,0.335,0.083,3.87,-0.2387344799559525,0.6725954851971011
vagueness,0.15,0.324,0.221,2.58,0.0804417818501699,0.4393573969190621
vainly,0.365,0.283,0.169,2.36,-0.0830105878449939,0.5678897748778728
valance,0.424,0.286,0.371,2.45,0.9884690140551664,0.022990036163945
vale,0.592,0.276,0.387,3.62,-1.362662904620489,0.997146262873625
valedictorian,0.5,0.49,0.594,2.72,0.8199453396091235,0.0557756299845639
valentine,0.888,0.615,0.51,3.77,0.8784023900725814,0.0406672312542082
valet,0.635,0.406,0.389,3.17,-1.0322395175674353,0.9798956570620536
valiant,0.88,0.745,0.904,3.31,-1.411150800707187,0.997697712707074
valid,0.693,0.353,0.565,4.38,-0.1833572196936619,0.6491323094698392
validate,0.76,0.431,0.745,3.4,-0.1407663926747351,0.6114167185163779
validation,0.655,0.46,0.72,3.68,0.1633193421310734,0.3748975396639511
validity,0.646,0.47,0.706,3.7,-0.4185358049422762,0.7929060524736562
valium,0.419,0.398,0.443,2.95,0.56040990974012,0.1295133098252427
valley,0.729,0.306,0.386,4.72,-0.1408792171006433,0.6070452018791712
valor,0.833,0.442,0.763,3.23,-1.2439646448988444,0.9940896347829764
valuable,0.899,0.547,0.798,4.51,-0.4788234545729751,0.828383798102158
valuables,0.79,0.625,0.759,3.1,0.1690792678457501,0.3631888037194036
valuation,0.615,0.48,0.795,3.75,-0.302087333116169,0.7286432022939664
value,0.875,0.582,0.802,5.15,-0.4423142068512052,0.81087081638806
valve,0.323,0.363,0.471,4.13,-0.5346688581619671,0.8537811839244013
vamoose,0.459,0.455,0.389,1.42,0.4473734451234739,0.1849037887525916
vamp,0.31,0.794,0.566,2.86,1.4536314970993176,0.0017883284156157
vampire,0.271,0.802,0.545,4.03,1.0178531561991884,0.02036439711525
van,0.561,0.378,0.425,4.78,-0.8801975996683505,0.960916156952906
vandal,0.135,0.792,0.473,2.79,-0.7553744500107186,0.9332920117014968
vandalism,0.083,0.904,0.509,3.33,-0.7443182023782824,0.9304972632716092
vane,0.561,0.28,0.231,3.0,0.7176352087375937,0.0762196770227199
vanguard,0.693,0.64,0.78,3.53,-0.7980695566308295,0.9462765966320048
vanilla,0.706,0.216,0.284,3.84,0.8453296377075086,0.0457156005450745
vanish,0.236,0.48,0.347,3.39,-0.1221739591352293,0.5919333162203435
vanished,0.208,0.566,0.255,3.72,0.2134984342676449,0.3315134378557961
vanishing,0.292,0.55,0.322,3.27,0.5137841272703346,0.1527933956177575
vanity,0.26,0.54,0.439,3.74,0.5963997465345104,0.1127104343599272
vanquish,0.708,0.76,0.804,2.62,-0.7031068852706663,0.9216351180275616
vanquished,0.496,0.529,0.176,2.91,-1.0046243287288554,0.9775832009019048
vanquishing,0.6,0.748,0.764,2.04,-0.6939208862656134,0.9181662770273974
vantage,0.74,0.632,0.788,3.28,-0.5063494886649932,0.8465500753612623
vapor,0.51,0.358,0.318,3.56,-0.9852346777939454,0.975388318453756
vara,0.49,0.333,0.407,2.23,-0.4987138696482402,0.8385109234231606
variable,0.62,0.407,0.4,4.12,0.2047215260305208,0.3456894635442528
variance,0.54,0.405,0.509,3.45,-0.2109941002735781,0.6602738627056433
variation,0.635,0.561,0.406,4.08,0.4090416726237432,0.2060850108387052
variations,0.458,0.548,0.353,4.09,0.3131509828039998,0.265417470118894
varicella,0.184,0.593,0.314,2.24,1.3862326549012325,0.0028031365086156
varicose,0.235,0.462,0.368,2.53,0.8795816754367892,0.0400903931198858
varied,0.604,0.701,0.472,4.03,0.1525786313483518,0.380570803383161
variegated,0.398,0.549,0.406,2.62,0.6054599238648913,0.1120761042887645
variety,0.714,0.472,0.598,4.75,0.2659468820379532,0.2964927580977412
various,0.5,0.296,0.342,5.12,0.0145727226989123,0.4849389001699936
varmint,0.417,0.5,0.411,2.15,-1.35398582578276,0.9968979559503162
varnish,0.448,0.353,0.361,3.03,0.3892175385574388,0.2136819237134413
varsity,0.71,0.594,0.67,3.7,-0.5424258041944948,0.8632334511320681
vary,0.521,0.373,0.413,4.25,0.5348763069969895,0.145140955084942
varying,0.552,0.471,0.385,3.97,0.2874539628863419,0.2846851687531766
vascular,0.516,0.451,0.627,3.51,0.3715441080673576,0.2243210484448731
vase,0.638,0.225,0.215,3.54,1.178939269905548,0.0096965716878435
vasectomy,0.208,0.663,0.431,2.7,-0.1599974733896465,0.6232973569026357
vassal,0.417,0.525,0.196,2.92,-0.9919057915099214,0.9776002832813788
vast,0.52,0.535,0.545,4.49,-0.4849550043791312,0.8364951267956183
vat,0.333,0.491,0.509,3.54,-0.5052551166429468,0.8468008497835022
vaudeville,0.49,0.471,0.472,2.85,-0.5337451241122267,0.858119312828098
vault,0.49,0.378,0.644,3.9,0.0734430496147384,0.4407113690592341
vaulted,0.417,0.46,0.542,3.08,-0.2038917258431253,0.6571964963054802
vaulting,0.51,0.323,0.52,2.71,-0.0166857380654053,0.5093194948045575
veal,0.438,0.337,0.41,3.08,0.2865843163231412,0.281340478583914
vector,0.538,0.308,0.482,3.99,0.339776426738787,0.2442144231760735
veer,0.469,0.43,0.338,3.02,-0.2201142672077601,0.6678347896393314
vega,0.51,0.333,0.434,3.42,0.9372702535207842,0.0290403442313644
vegan,0.49,0.226,0.357,3.95,1.6278574508302477,0.0005970543736962
vegetable,0.551,0.12,0.289,3.94,0.6951702384276598,0.0814708426500523
vegetarian,0.562,0.255,0.407,3.78,1.1946396539101838,0.0084054821067821
vegetarianism,0.51,0.269,0.407,2.6,0.5836745696007858,0.1209937407252293
vegetation,0.74,0.177,0.5,3.77,0.014451111351442,0.4806912287780105
vegetative,0.5,0.27,0.351,2.92,0.7136755204938021,0.0762775337507681
veggie,0.602,0.245,0.409,3.26,1.053546313310517,0.0182569929779137
vehement,0.5,0.5,0.575,2.62,-0.3121098516536225,0.7394143637510175
vehicle,0.641,0.565,0.5,4.76,-0.3897781677247766,0.7808954106584489
veil,0.5,0.235,0.415,3.66,1.2780180790433104,0.0053232406967091
veiled,0.37,0.317,0.324,3.26,0.5353078291684471,0.1436831559322682
vein,0.347,0.373,0.318,3.77,0.2555734543374398,0.3066975622314939
veined,0.487,0.459,0.294,2.33,0.7061706972009114,0.0779929788150501
vellum,0.5,0.349,0.321,2.55,0.9058611724779784,0.0356634258548903
velocity,0.673,0.769,0.783,3.92,-0.7173514854537655,0.924792386987609
